OBJECTID;Shape_Length;Shape_Area;GRID_ID;X;Y;TemperatureAverage_perYear;PercipitationAverage_perYear;LandUseType
413;4000;1000000;G-36;-5857385;-1348120;26;0,47170371;N
414;4000;1000000;H-36;-5856385;-1348120;21;0,256809329;P
415;4000;1000000;I-36;-5855385;-1348120;22;0,447371725;S
416;4000;1000000;J-36;-5854385;-1348120;26;0,775011304;N
417;4000;1000000;K-36;-5853385;-1348120;20;0,332998191;S
418;4000;1000000;L-36;-5852385;-1348120;23;0,996923796;N
419;4000;1000000;M-36;-5851385;-1348120;21;0,305150745;S
420;4000;1000000;N-36;-5850385;-1348120;24;0,8731142;N
421;4000;1000000;O-36;-5849385;-1348120;26;0,271125279;S
422;4000;1000000;P-36;-5848385;-1348120;21;0,517067658;S
423;4000;1000000;Q-36;-5847385;-1348120;22;0,010006656;N
424;4000;1000000;R-36;-5846385;-1348120;21;0,440733658;S
425;4000;1000000;S-36;-5845385;-1348120;23;0,167012171;S
426;4000;1000000;T-36;-5844385;-1348120;25;0,732570404;P
427;4000;1000000;U-36;-5843385;-1348120;24;0,121808333;P
428;4000;1000000;V-36;-5842385;-1348120;20;0,619968357;P
429;4000;1000000;W-36;-5841385;-1348120;20;0,491354594;N
430;4000;1000000;X-36;-5840385;-1348120;26;0,257099976;P
431;4000;1000000;Y-36;-5839385;-1348120;21;0,150520849;S
432;4000;1000000;Z-36;-5838385;-1348120;24;0,132458854;P
433;4000;1000000;AA-36;-5837385;-1348120;24;0,879066689;N
434;4000;1000000;AB-36;-5836385;-1348120;24;0,303974943;N
435;4000;1000000;AC-36;-5835385;-1348120;22;0,183632247;N
436;4000;1000000;AD-36;-5834385;-1348120;23;0,743795031;N
437;4000;1000000;AE-36;-5833385;-1348120;25;0,633574775;P
438;4000;1000000;AF-36;-5832385;-1348120;23;0,363585606;S
439;4000;1000000;AG-36;-5831385;-1348120;24;0,653364411;S
440;4000;1000000;AH-36;-5830385;-1348120;26;0,259230754;N
441;4000;1000000;AI-36;-5829385;-1348120;23;0,134541587;N
442;4000;1000000;AJ-36;-5828385;-1348120;20;0,874826004;P
443;4000;1000000;AK-36;-5827385;-1348120;26;0,506577122;N
444;4000;1000000;AL-36;-5826385;-1348120;21;0,351884894;N
445;4000;1000000;AM-36;-5825385;-1348120;20;0,217518063;N
446;4000;1000000;AN-36;-5824385;-1348120;26;0,894335767;N
447;4000;1000000;AO-36;-5823385;-1348120;25;0,372888462;N
448;4000;1000000;AP-36;-5822385;-1348120;22;0,511105359;P
449;4000;1000000;AQ-36;-5821385;-1348120;21;0,639246439;N
450;4000;1000000;AR-36;-5820385;-1348120;26;0,370809594;N
451;4000;1000000;AS-36;-5819385;-1348120;25;0,523140917;P
452;4000;1000000;AT-36;-5818385;-1348120;26;0,491052161;N
453;4000;1000000;AU-36;-5817385;-1348120;23;0,756563949;N
454;4000;1000000;AV-36;-5816385;-1348120;21;0,54070909;S
455;4000;1000000;AW-36;-5815385;-1348120;23;0,612641893;N
456;4000;1000000;AX-36;-5814385;-1348120;22;0,928885949;S
457;4000;1000000;AY-36;-5813385;-1348120;20;0,231456054;P
458;4000;1000000;AZ-36;-5812385;-1348120;22;0,93618771;P
459;4000;1000000;BA-36;-5811385;-1348120;22;0,87749926;P
460;4000;1000000;BB-36;-5810385;-1348120;25;0,364466871;S
461;4000;1000000;BC-36;-5809385;-1348120;22;0,424978533;S
462;4000;1000000;BD-36;-5808385;-1348120;26;0,733869319;N
463;4000;1000000;BE-36;-5807385;-1348120;21;0,549014737;S
464;4000;1000000;BF-36;-5806385;-1348120;26;0,530756982;N
465;4000;1000000;A-35;-5863385;-1347120;20;0,07103868;N
466;4000;1000000;B-35;-5862385;-1347120;20;0,832803947;P
467;4000;1000000;C-35;-5861385;-1347120;25;0,204658424;P
468;4000;1000000;D-35;-5860385;-1347120;26;0,52128867;S
469;4000;1000000;E-35;-5859385;-1347120;24;0,272595726;S
470;4000;1000000;F-35;-5858385;-1347120;26;0,053613809;N
471;4000;1000000;G-35;-5857385;-1347120;25;0,008554926;P
472;4000;1000000;H-35;-5856385;-1347120;21;0,275325292;P
473;4000;1000000;I-35;-5855385;-1347120;26;0,738829562;P
474;4000;1000000;J-35;-5854385;-1347120;24;0,73680843;S
475;4000;1000000;K-35;-5853385;-1347120;26;0,785154312;P
476;4000;1000000;L-35;-5852385;-1347120;24;0,348695363;P
477;4000;1000000;M-35;-5851385;-1347120;22;0,33017979;N
478;4000;1000000;N-35;-5850385;-1347120;22;0,707361158;N
479;4000;1000000;O-35;-5849385;-1347120;26;0,914265319;P
480;4000;1000000;P-35;-5848385;-1347120;26;0,31429771;P
481;4000;1000000;Q-35;-5847385;-1347120;20;0,280842682;P
482;4000;1000000;R-35;-5846385;-1347120;23;0,095820969;N
483;4000;1000000;S-35;-5845385;-1347120;25;0,253238162;N
484;4000;1000000;T-35;-5844385;-1347120;25;0,087751058;N
485;4000;1000000;U-35;-5843385;-1347120;22;0,134189855;P
486;4000;1000000;V-35;-5842385;-1347120;23;0,072422632;N
487;4000;1000000;W-35;-5841385;-1347120;23;0,541488153;S
488;4000;1000000;X-35;-5840385;-1347120;25;0,805599499;N
489;4000;1000000;Y-35;-5839385;-1347120;24;0,990775263;S
490;4000;1000000;Z-35;-5838385;-1347120;20;0,13505627;N
491;4000;1000000;AA-35;-5837385;-1347120;20;0,154029826;N
492;4000;1000000;AB-35;-5836385;-1347120;26;0,583495023;N
493;4000;1000000;AC-35;-5835385;-1347120;23;0,973831168;P
494;4000;1000000;AD-35;-5834385;-1347120;24;0,772844617;N
495;4000;1000000;AE-35;-5833385;-1347120;25;0,582766275;N
496;4000;1000000;AF-35;-5832385;-1347120;24;0,257237251;S
497;4000;1000000;AG-35;-5831385;-1347120;22;0,355519735;P
498;4000;1000000;AH-35;-5830385;-1347120;23;0,363475464;N
499;4000;1000000;AI-35;-5829385;-1347120;24;0,128787967;P
500;4000;1000000;AJ-35;-5828385;-1347120;24;0,620993071;S
501;4000;1000000;AK-35;-5827385;-1347120;23;0,027931794;N
502;4000;1000000;AL-35;-5826385;-1347120;23;0,356403708;P
503;4000;1000000;AM-35;-5825385;-1347120;20;0,514626921;S
504;4000;1000000;AN-35;-5824385;-1347120;23;0,015000618;S
505;4000;1000000;AO-35;-5823385;-1347120;25;0,573784422;P
506;4000;1000000;AP-35;-5822385;-1347120;23;0,755768775;S
507;4000;1000000;AQ-35;-5821385;-1347120;24;0,240161251;S
508;4000;1000000;AR-35;-5820385;-1347120;22;0,835317988;N
509;4000;1000000;AS-35;-5819385;-1347120;25;0,781743062;N
510;4000;1000000;AT-35;-5818385;-1347120;22;0,219678917;P
511;4000;1000000;AU-35;-5817385;-1347120;22;0,370730261;N
512;4000;1000000;AV-35;-5816385;-1347120;20;0,819987977;S
513;4000;1000000;AW-35;-5815385;-1347120;22;0,67625561;P
514;4000;1000000;AX-35;-5814385;-1347120;25;0,925201491;S
515;4000;1000000;AY-35;-5813385;-1347120;23;0,58107586;S
516;4000;1000000;AZ-35;-5812385;-1347120;23;0,990737044;P
517;4000;1000000;BA-35;-5811385;-1347120;23;0,944815208;N
518;4000;1000000;BB-35;-5810385;-1347120;25;0,777143399;S
519;4000;1000000;BC-35;-5809385;-1347120;26;0,33084211;S
520;4000;1000000;BD-35;-5808385;-1347120;23;0,780021844;N
521;4000;1000000;BE-35;-5807385;-1347120;23;0,306192899;S
522;4000;1000000;BF-35;-5806385;-1347120;23;0,595278225;S
523;4000;1000000;A-34;-5863385;-1346120;21;0,008192407;P
524;4000;1000000;B-34;-5862385;-1346120;24;0,582803272;P
525;4000;1000000;C-34;-5861385;-1346120;22;0,229821302;N
526;4000;1000000;D-34;-5860385;-1346120;20;0,04580882;N
527;4000;1000000;E-34;-5859385;-1346120;22;0,077446149;N
528;4000;1000000;F-34;-5858385;-1346120;25;0,558699274;S
529;4000;1000000;G-34;-5857385;-1346120;24;0,261192324;N
530;4000;1000000;H-34;-5856385;-1346120;20;0,009154275;N
531;4000;1000000;I-34;-5855385;-1346120;24;0,667764038;N
532;4000;1000000;J-34;-5854385;-1346120;23;0,695260085;N
533;4000;1000000;K-34;-5853385;-1346120;24;0,589739186;P
534;4000;1000000;L-34;-5852385;-1346120;25;0,527584901;S
535;4000;1000000;M-34;-5851385;-1346120;24;0,902016202;N
536;4000;1000000;N-34;-5850385;-1346120;22;0,154651227;N
537;4000;1000000;O-34;-5849385;-1346120;22;0,753222346;N
538;4000;1000000;P-34;-5848385;-1346120;23;0,508117012;N
539;4000;1000000;Q-34;-5847385;-1346120;21;0,840197914;N
540;4000;1000000;R-34;-5846385;-1346120;22;0,626912466;S
541;4000;1000000;S-34;-5845385;-1346120;24;0,436866655;P
542;4000;1000000;T-34;-5844385;-1346120;22;0,15695834;N
543;4000;1000000;U-34;-5843385;-1346120;26;0,499271088;N
544;4000;1000000;V-34;-5842385;-1346120;21;0,562068755;S
545;4000;1000000;W-34;-5841385;-1346120;22;0,270674539;N
546;4000;1000000;X-34;-5840385;-1346120;26;0,491502183;P
547;4000;1000000;Y-34;-5839385;-1346120;25;0,551601076;P
548;4000;1000000;Z-34;-5838385;-1346120;26;0,56466058;S
549;4000;1000000;AA-34;-5837385;-1346120;22;0,85812291;S
550;4000;1000000;AB-34;-5836385;-1346120;26;0,928560768;N
551;4000;1000000;AC-34;-5835385;-1346120;21;0,396480318;P
552;4000;1000000;AD-34;-5834385;-1346120;20;0,117161274;N
553;4000;1000000;AE-34;-5833385;-1346120;21;0,020450654;N
554;4000;1000000;AF-34;-5832385;-1346120;22;0,826968082;N
555;4000;1000000;AG-34;-5831385;-1346120;20;0,926231747;S
556;4000;1000000;AH-34;-5830385;-1346120;22;0,842553897;S
557;4000;1000000;AI-34;-5829385;-1346120;25;0,381608504;P
558;4000;1000000;AJ-34;-5828385;-1346120;22;0,347168773;P
559;4000;1000000;AK-34;-5827385;-1346120;21;0,069360137;P
560;4000;1000000;AL-34;-5826385;-1346120;23;0,631278646;P
561;4000;1000000;AM-34;-5825385;-1346120;22;0,020903519;N
562;4000;1000000;AN-34;-5824385;-1346120;21;0,237052711;S
563;4000;1000000;AO-34;-5823385;-1346120;24;0,107151084;S
564;4000;1000000;AP-34;-5822385;-1346120;23;0,591947464;N
565;4000;1000000;AQ-34;-5821385;-1346120;20;0,394132761;S
566;4000;1000000;AR-34;-5820385;-1346120;26;0,406383801;S
567;4000;1000000;AS-34;-5819385;-1346120;24;0,339100929;N
568;4000;1000000;AT-34;-5818385;-1346120;21;0,801980715;S
569;4000;1000000;AU-34;-5817385;-1346120;21;0,47170371;P
570;4000;1000000;AV-34;-5816385;-1346120;26;0,256809329;P
571;4000;1000000;AW-34;-5815385;-1346120;26;0,447371725;P
572;4000;1000000;AX-34;-5814385;-1346120;21;0,775011304;P
573;4000;1000000;AY-34;-5813385;-1346120;23;0,332998191;N
574;4000;1000000;AZ-34;-5812385;-1346120;26;0,996923796;S
575;4000;1000000;BA-34;-5811385;-1346120;21;0,305150745;N
576;4000;1000000;BB-34;-5810385;-1346120;21;0,8731142;S
577;4000;1000000;BC-34;-5809385;-1346120;21;0,271125279;S
578;4000;1000000;BD-34;-5808385;-1346120;25;0,517067658;P
579;4000;1000000;BE-34;-5807385;-1346120;23;0,010006656;N
580;4000;1000000;BF-34;-5806385;-1346120;21;0,440733658;N
581;4000;1000000;A-33;-5863385;-1345120;25;0,167012171;P
582;4000;1000000;B-33;-5862385;-1345120;20;0,732570404;S
583;4000;1000000;C-33;-5861385;-1345120;26;0,121808333;P
584;4000;1000000;D-33;-5860385;-1345120;25;0,619968357;S
585;4000;1000000;E-33;-5859385;-1345120;20;0,491354594;S
586;4000;1000000;F-33;-5858385;-1345120;21;0,257099976;N
587;4000;1000000;G-33;-5857385;-1345120;20;0,150520849;P
588;4000;1000000;H-33;-5856385;-1345120;21;0,132458854;N
589;4000;1000000;I-33;-5855385;-1345120;20;0,879066689;N
590;4000;1000000;J-33;-5854385;-1345120;22;0,303974943;P
591;4000;1000000;K-33;-5853385;-1345120;20;0,183632247;N
592;4000;1000000;L-33;-5852385;-1345120;25;0,743795031;N
593;4000;1000000;M-33;-5851385;-1345120;25;0,633574775;P
594;4000;1000000;N-33;-5850385;-1345120;23;0,363585606;S
595;4000;1000000;O-33;-5849385;-1345120;23;0,653364411;S
596;4000;1000000;P-33;-5848385;-1345120;20;0,259230754;S
597;4000;1000000;Q-33;-5847385;-1345120;21;0,134541587;P
598;4000;1000000;R-33;-5846385;-1345120;24;0,874826004;S
599;4000;1000000;S-33;-5845385;-1345120;21;0,506577122;S
600;4000;1000000;T-33;-5844385;-1345120;24;0,351884894;S
601;4000;1000000;U-33;-5843385;-1345120;26;0,217518063;S
602;4000;1000000;V-33;-5842385;-1345120;23;0,894335767;P
603;4000;1000000;W-33;-5841385;-1345120;26;0,372888462;P
604;4000;1000000;X-33;-5840385;-1345120;22;0,511105359;S
605;4000;1000000;Y-33;-5839385;-1345120;20;0,639246439;S
606;4000;1000000;Z-33;-5838385;-1345120;20;0,370809594;P
607;4000;1000000;AA-33;-5837385;-1345120;20;0,523140917;P
608;4000;1000000;AB-33;-5836385;-1345120;24;0,491052161;S
609;4000;1000000;AC-33;-5835385;-1345120;22;0,756563949;S
610;4000;1000000;AD-33;-5834385;-1345120;23;0,54070909;P
611;4000;1000000;AE-33;-5833385;-1345120;26;0,612641893;P
612;4000;1000000;AF-33;-5832385;-1345120;26;0,928885949;N
613;4000;1000000;AG-33;-5831385;-1345120;21;0,231456054;S
614;4000;1000000;AH-33;-5830385;-1345120;20;0,93618771;N
615;4000;1000000;AI-33;-5829385;-1345120;20;0,87749926;S
616;4000;1000000;AJ-33;-5828385;-1345120;21;0,364466871;P
617;4000;1000000;AK-33;-5827385;-1345120;21;0,424978533;N
618;4000;1000000;AL-33;-5826385;-1345120;21;0,733869319;S
619;4000;1000000;AM-33;-5825385;-1345120;25;0,549014737;S
620;4000;1000000;AN-33;-5824385;-1345120;26;0,530756982;P
621;4000;1000000;AO-33;-5823385;-1345120;24;0,07103868;N
622;4000;1000000;AP-33;-5822385;-1345120;26;0,832803947;S
623;4000;1000000;AQ-33;-5821385;-1345120;21;0,204658424;P
624;4000;1000000;AR-33;-5820385;-1345120;21;0,52128867;S
625;4000;1000000;AS-33;-5819385;-1345120;20;0,272595726;N
626;4000;1000000;AT-33;-5818385;-1345120;20;0,053613809;S
627;4000;1000000;AU-33;-5817385;-1345120;25;0,008554926;S
628;4000;1000000;AV-33;-5816385;-1345120;24;0,275325292;N
629;4000;1000000;AW-33;-5815385;-1345120;20;0,738829562;S
630;4000;1000000;AX-33;-5814385;-1345120;24;0,73680843;P
631;4000;1000000;AY-33;-5813385;-1345120;21;0,785154312;S
632;4000;1000000;AZ-33;-5812385;-1345120;23;0,348695363;N
633;4000;1000000;BA-33;-5811385;-1345120;20;0,33017979;P
634;4000;1000000;BB-33;-5810385;-1345120;24;0,707361158;N
635;4000;1000000;BC-33;-5809385;-1345120;21;0,914265319;S
636;4000;1000000;BD-33;-5808385;-1345120;24;0,31429771;S
637;4000;1000000;BE-33;-5807385;-1345120;25;0,280842682;P
638;4000;1000000;BF-33;-5806385;-1345120;24;0,095820969;S
639;4000;1000000;A-32;-5863385;-1344120;20;0,253238162;P
640;4000;1000000;B-32;-5862385;-1344120;25;0,087751058;P
641;4000;1000000;C-32;-5861385;-1344120;26;0,134189855;N
642;4000;1000000;D-32;-5860385;-1344120;22;0,072422632;N
643;4000;1000000;E-32;-5859385;-1344120;22;0,541488153;S
644;4000;1000000;F-32;-5858385;-1344120;22;0,805599499;P
645;4000;1000000;G-32;-5857385;-1344120;24;0,990775263;P
646;4000;1000000;H-32;-5856385;-1344120;26;0,13505627;N
647;4000;1000000;I-32;-5855385;-1344120;26;0,154029826;S
648;4000;1000000;J-32;-5854385;-1344120;22;0,583495023;P
649;4000;1000000;K-32;-5853385;-1344120;26;0,973831168;N
650;4000;1000000;L-32;-5852385;-1344120;20;0,772844617;S
651;4000;1000000;M-32;-5851385;-1344120;25;0,582766275;P
652;4000;1000000;N-32;-5850385;-1344120;25;0,257237251;N
653;4000;1000000;O-32;-5849385;-1344120;25;0,355519735;S
654;4000;1000000;P-32;-5848385;-1344120;21;0,363475464;P
655;4000;1000000;Q-32;-5847385;-1344120;25;0,128787967;N
656;4000;1000000;R-32;-5846385;-1344120;21;0,620993071;N
657;4000;1000000;S-32;-5845385;-1344120;23;0,027931794;S
658;4000;1000000;T-32;-5844385;-1344120;21;0,356403708;N
659;4000;1000000;U-32;-5843385;-1344120;21;0,514626921;P
660;4000;1000000;V-32;-5842385;-1344120;20;0,015000618;N
661;4000;1000000;W-32;-5841385;-1344120;22;0,573784422;N
662;4000;1000000;X-32;-5840385;-1344120;21;0,755768775;S
663;4000;1000000;Y-32;-5839385;-1344120;22;0,240161251;N
664;4000;1000000;Z-32;-5838385;-1344120;20;0,835317988;P
665;4000;1000000;AA-32;-5837385;-1344120;23;0,781743062;P
666;4000;1000000;AB-32;-5836385;-1344120;26;0,219678917;P
667;4000;1000000;AC-32;-5835385;-1344120;25;0,370730261;P
668;4000;1000000;AD-32;-5834385;-1344120;21;0,819987977;P
669;4000;1000000;AE-32;-5833385;-1344120;21;0,67625561;S
670;4000;1000000;AF-32;-5832385;-1344120;20;0,925201491;P
671;4000;1000000;AG-32;-5831385;-1344120;22;0,58107586;P
672;4000;1000000;AH-32;-5830385;-1344120;20;0,990737044;P
673;4000;1000000;AI-32;-5829385;-1344120;26;0,944815208;S
674;4000;1000000;AJ-32;-5828385;-1344120;21;0,777143399;P
675;4000;1000000;AK-32;-5827385;-1344120;23;0,33084211;S
676;4000;1000000;AL-32;-5826385;-1344120;20;0,780021844;N
677;4000;1000000;AM-32;-5825385;-1344120;24;0,306192899;S
678;4000;1000000;AN-32;-5824385;-1344120;25;0,595278225;N
679;4000;1000000;AO-32;-5823385;-1344120;26;0,008192407;P
680;4000;1000000;AP-32;-5822385;-1344120;23;0,582803272;P
681;4000;1000000;AQ-32;-5821385;-1344120;20;0,229821302;S
682;4000;1000000;AR-32;-5820385;-1344120;23;0,04580882;S
683;4000;1000000;AS-32;-5819385;-1344120;26;0,077446149;N
684;4000;1000000;AT-32;-5818385;-1344120;24;0,558699274;N
685;4000;1000000;AU-32;-5817385;-1344120;20;0,261192324;P
686;4000;1000000;AV-32;-5816385;-1344120;23;0,009154275;S
687;4000;1000000;AW-32;-5815385;-1344120;25;0,667764038;S
688;4000;1000000;AX-32;-5814385;-1344120;24;0,695260085;N
689;4000;1000000;AY-32;-5813385;-1344120;24;0,589739186;S
690;4000;1000000;AZ-32;-5812385;-1344120;20;0,527584901;P
691;4000;1000000;BA-32;-5811385;-1344120;23;0,902016202;N
692;4000;1000000;BB-32;-5810385;-1344120;26;0,154651227;P
693;4000;1000000;BC-32;-5809385;-1344120;23;0,753222346;P
694;4000;1000000;BD-32;-5808385;-1344120;26;0,508117012;N
695;4000;1000000;BE-32;-5807385;-1344120;26;0,840197914;N
696;4000;1000000;BF-32;-5806385;-1344120;20;0,626912466;S
697;4000;1000000;A-31;-5863385;-1343120;23;0,436866655;S
698;4000;1000000;B-31;-5862385;-1343120;21;0,15695834;P
699;4000;1000000;C-31;-5861385;-1343120;25;0,499271088;P
700;4000;1000000;D-31;-5860385;-1343120;26;0,562068755;S
701;4000;1000000;E-31;-5859385;-1343120;22;0,270674539;N
702;4000;1000000;F-31;-5858385;-1343120;24;0,491502183;P
703;4000;1000000;G-31;-5857385;-1343120;22;0,551601076;N
704;4000;1000000;H-31;-5856385;-1343120;24;0,56466058;P
705;4000;1000000;I-31;-5855385;-1343120;22;0,85812291;N
706;4000;1000000;J-31;-5854385;-1343120;23;0,928560768;N
707;4000;1000000;K-31;-5853385;-1343120;25;0,396480318;N
708;4000;1000000;L-31;-5852385;-1343120;25;0,117161274;S
709;4000;1000000;M-31;-5851385;-1343120;26;0,020450654;P
710;4000;1000000;N-31;-5850385;-1343120;20;0,826968082;S
711;4000;1000000;O-31;-5849385;-1343120;22;0,926231747;N
712;4000;1000000;P-31;-5848385;-1343120;26;0,842553897;S
713;4000;1000000;Q-31;-5847385;-1343120;21;0,381608504;S
714;4000;1000000;R-31;-5846385;-1343120;26;0,347168773;N
715;4000;1000000;S-31;-5845385;-1343120;22;0,069360137;N
716;4000;1000000;T-31;-5844385;-1343120;23;0,631278646;S
717;4000;1000000;U-31;-5843385;-1343120;21;0,020903519;N
718;4000;1000000;V-31;-5842385;-1343120;25;0,237052711;N
719;4000;1000000;W-31;-5841385;-1343120;26;0,107151084;S
720;4000;1000000;X-31;-5840385;-1343120;23;0,591947464;S
721;4000;1000000;Y-31;-5839385;-1343120;25;0,394132761;S
722;4000;1000000;Z-31;-5838385;-1343120;25;0,406383801;N
723;4000;1000000;AA-31;-5837385;-1343120;20;0,339100929;P
724;4000;1000000;AB-31;-5836385;-1343120;23;0,801980715;P
725;4000;1000000;AC-31;-5835385;-1343120;24;0,47170371;S
726;4000;1000000;AD-31;-5834385;-1343120;21;0,256809329;N
727;4000;1000000;AE-31;-5833385;-1343120;22;0,447371725;S
728;4000;1000000;AF-31;-5832385;-1343120;20;0,775011304;N
729;4000;1000000;AG-31;-5831385;-1343120;23;0,332998191;P
730;4000;1000000;AH-31;-5830385;-1343120;25;0,996923796;S
731;4000;1000000;AI-31;-5829385;-1343120;20;0,305150745;S
732;4000;1000000;AJ-31;-5828385;-1343120;25;0,8731142;N
733;4000;1000000;AK-31;-5827385;-1343120;25;0,271125279;P
734;4000;1000000;AL-31;-5826385;-1343120;20;0,517067658;P
735;4000;1000000;AM-31;-5825385;-1343120;22;0,010006656;S
736;4000;1000000;AN-31;-5824385;-1343120;24;0,440733658;P
737;4000;1000000;AO-31;-5823385;-1343120;25;0,167012171;N
738;4000;1000000;AP-31;-5822385;-1343120;22;0,732570404;P
739;4000;1000000;AQ-31;-5821385;-1343120;24;0,121808333;S
740;4000;1000000;AR-31;-5820385;-1343120;22;0,619968357;P
741;4000;1000000;AS-31;-5819385;-1343120;26;0,491354594;N
742;4000;1000000;AT-31;-5818385;-1343120;25;0,257099976;P
743;4000;1000000;AU-31;-5817385;-1343120;24;0,150520849;S
744;4000;1000000;AV-31;-5816385;-1343120;21;0,132458854;N
745;4000;1000000;AW-31;-5815385;-1343120;25;0,879066689;P
746;4000;1000000;AX-31;-5814385;-1343120;25;0,303974943;P
747;4000;1000000;AY-31;-5813385;-1343120;22;0,183632247;S
748;4000;1000000;AZ-31;-5812385;-1343120;21;0,743795031;S
749;4000;1000000;BA-31;-5811385;-1343120;21;0,633574775;N
750;4000;1000000;BB-31;-5810385;-1343120;23;0,363585606;N
751;4000;1000000;BC-31;-5809385;-1343120;22;0,653364411;P
752;4000;1000000;BD-31;-5808385;-1343120;22;0,259230754;P
753;4000;1000000;BE-31;-5807385;-1343120;24;0,134541587;P
754;4000;1000000;BF-31;-5806385;-1343120;20;0,874826004;S
755;4000;1000000;A-30;-5863385;-1342120;20;0,506577122;N
756;4000;1000000;B-30;-5862385;-1342120;21;0,351884894;P
757;4000;1000000;C-30;-5861385;-1342120;26;0,217518063;P
758;4000;1000000;D-30;-5860385;-1342120;26;0,894335767;S
759;4000;1000000;E-30;-5859385;-1342120;23;0,372888462;N
760;4000;1000000;F-30;-5858385;-1342120;23;0,511105359;S
761;4000;1000000;G-30;-5857385;-1342120;23;0,639246439;P
762;4000;1000000;H-30;-5856385;-1342120;22;0,370809594;S
763;4000;1000000;I-30;-5855385;-1342120;26;0,523140917;P
764;4000;1000000;J-30;-5854385;-1342120;23;0,491052161;S
765;4000;1000000;K-30;-5853385;-1342120;25;0,756563949;N
766;4000;1000000;L-30;-5852385;-1342120;22;0,54070909;S
767;4000;1000000;M-30;-5851385;-1342120;26;0,612641893;N
768;4000;1000000;N-30;-5850385;-1342120;21;0,928885949;N
769;4000;1000000;O-30;-5849385;-1342120;24;0,231456054;N
770;4000;1000000;P-30;-5848385;-1342120;24;0,93618771;P
771;4000;1000000;Q-30;-5847385;-1342120;21;0,87749926;P
772;4000;1000000;R-30;-5846385;-1342120;21;0,364466871;N
773;4000;1000000;S-30;-5845385;-1342120;23;0,424978533;P
774;4000;1000000;T-30;-5844385;-1342120;26;0,733869319;S
775;4000;1000000;U-30;-5843385;-1342120;23;0,549014737;N
776;4000;1000000;V-30;-5842385;-1342120;22;0,530756982;P
777;4000;1000000;W-30;-5841385;-1342120;20;0,07103868;P
778;4000;1000000;X-30;-5840385;-1342120;20;0,832803947;P
779;4000;1000000;Y-30;-5839385;-1342120;20;0,204658424;S
780;4000;1000000;Z-30;-5838385;-1342120;21;0,52128867;P
781;4000;1000000;AA-30;-5837385;-1342120;20;0,272595726;P
782;4000;1000000;AB-30;-5836385;-1342120;26;0,053613809;P
783;4000;1000000;AC-30;-5835385;-1342120;22;0,008554926;S
784;4000;1000000;AD-30;-5834385;-1342120;22;0,275325292;P
785;4000;1000000;AE-30;-5833385;-1342120;24;0,738829562;P
786;4000;1000000;AF-30;-5832385;-1342120;21;0,73680843;P
787;4000;1000000;AG-30;-5831385;-1342120;23;0,785154312;S
788;4000;1000000;AH-30;-5830385;-1342120;21;0,348695363;P
789;4000;1000000;AI-30;-5829385;-1342120;25;0,33017979;S
790;4000;1000000;AJ-30;-5828385;-1342120;23;0,707361158;P
791;4000;1000000;AK-30;-5827385;-1342120;26;0,914265319;N
792;4000;1000000;AL-30;-5826385;-1342120;25;0,31429771;S
793;4000;1000000;AM-30;-5825385;-1342120;22;0,280842682;S
794;4000;1000000;AN-30;-5824385;-1342120;20;0,095820969;N
795;4000;1000000;AO-30;-5823385;-1342120;20;0,253238162;S
796;4000;1000000;AP-30;-5822385;-1342120;21;0,087751058;N
797;4000;1000000;AQ-30;-5821385;-1342120;26;0,134189855;N
798;4000;1000000;AR-30;-5820385;-1342120;20;0,072422632;N
799;4000;1000000;AS-30;-5819385;-1342120;23;0,541488153;S
800;4000;1000000;AT-30;-5818385;-1342120;22;0,805599499;P
801;4000;1000000;AU-30;-5817385;-1342120;22;0,990775263;S
802;4000;1000000;AV-30;-5816385;-1342120;20;0,13505627;P
803;4000;1000000;AW-30;-5815385;-1342120;22;0,154029826;N
804;4000;1000000;AX-30;-5814385;-1342120;24;0,583495023;S
805;4000;1000000;AY-30;-5813385;-1342120;20;0,973831168;P
806;4000;1000000;AZ-30;-5812385;-1342120;20;0,772844617;P
807;4000;1000000;BA-30;-5811385;-1342120;22;0,582766275;N
808;4000;1000000;BB-30;-5810385;-1342120;24;0,257237251;N
809;4000;1000000;BC-30;-5809385;-1342120;21;0,355519735;N
810;4000;1000000;BD-30;-5808385;-1342120;22;0,363475464;N
811;4000;1000000;BE-30;-5807385;-1342120;21;0,128787967;P
812;4000;1000000;BF-30;-5806385;-1342120;23;0,620993071;N
813;4000;1000000;A-29;-5863385;-1341120;22;0,027931794;S
814;4000;1000000;B-29;-5862385;-1341120;25;0,356403708;N
815;4000;1000000;C-29;-5861385;-1341120;20;0,514626921;P
816;4000;1000000;D-29;-5860385;-1341120;21;0,015000618;N
817;4000;1000000;E-29;-5859385;-1341120;23;0,573784422;S
818;4000;1000000;F-29;-5858385;-1341120;21;0,755768775;N
819;4000;1000000;G-29;-5857385;-1341120;21;0,240161251;N
820;4000;1000000;H-29;-5856385;-1341120;24;0,835317988;P
821;4000;1000000;I-29;-5855385;-1341120;22;0,781743062;P
822;4000;1000000;J-29;-5854385;-1341120;23;0,219678917;P
823;4000;1000000;K-29;-5853385;-1341120;25;0,370730261;N
824;4000;1000000;L-29;-5852385;-1341120;25;0,819987977;S
825;4000;1000000;M-29;-5851385;-1341120;24;0,67625561;S
826;4000;1000000;N-29;-5850385;-1341120;24;0,925201491;N
